participantID,trial_type,trial_index,age,gender,language,amE,comments,expression,choice,nResponse,cc
3,survey-multi-choice,11,33,female,English,AmE,""":""""}",confess,"Yes, but",0,lost his key
57,survey-multi-choice,3,24,female,English,AmE,""":""""}",confirm,"Yes, but",0,ate the last cupcake
57,survey-multi-choice,4,24,female,English,AmE,""":""""}",fnrrc,"No,",1,stole the money
57,survey-multi-choice,5,24,female,English,AmE,""":""""}",be right,"Yes, but",0,bought a new car
57,survey-multi-choice,6,24,female,English,AmE,""":""""}",know,"No,",1,lost his key
57,survey-multi-choice,7,24,female,English,AmE,""":""""}",confess,"No,",1,cheated on his wife
57,survey-multi-choice,8,24,female,English,AmE,""":""""}",mnrrc,"No,",1,broke the plate
57,survey-multi-choice,11,24,female,English,AmE,""":""""}",discover,"No,",1,saw the murder
66,survey-multi-choice,3,44,female,English,AmE,""":""""}",discover,"Yes, but",0,bought a new car
66,survey-multi-choice,4,44,female,English,AmE,""":""""}",mnrrc,"No,",1,saw the murder
66,survey-multi-choice,5,44,female,English,AmE,""":""""}",be right,"No,",1,ate the last cupcake
66,survey-multi-choice,6,44,female,English,AmE,""":""""}",know,"No,",1,cheated on his wife
66,survey-multi-choice,8,44,female,English,AmE,""":""""}",confirm,"Yes, but",0,stole the money
66,survey-multi-choice,9,44,female,English,AmE,""":""""}",confess,"Yes, but",0,broke the plate
66,survey-multi-choice,11,44,female,English,AmE,""":""""}",fnrrc,"Yes, but",0,lost his key
26,survey-multi-choice,3,41,male,English,AmE,""":""""}",be right,"No,",1,bought a new car
26,survey-multi-choice,4,41,male,English,AmE,""":""""}",discover,"Yes, but",0,lost his key
26,survey-multi-choice,5,41,male,English,AmE,""":""""}",confess,"No,",1,stole the money
26,survey-multi-choice,6,41,male,English,AmE,""":""""}",confirm,"No,",1,ate the last cupcake
26,survey-multi-choice,7,41,male,English,AmE,""":""""}",fnrrc,"Yes, but",0,saw the murder
26,survey-multi-choice,10,41,male,English,AmE,""":""""}",mnrrc,"No,",1,cheated on his wife
26,survey-multi-choice,11,41,male,English,AmE,""":""""}",know,"No,",1,broke the plate
55,survey-multi-choice,3,42,male,English,AmE,""":""""}",mnrrc,"Yes, but",0,stole the money
55,survey-multi-choice,4,42,male,English,AmE,""":""""}",know,"No,",1,saw the murder
55,survey-multi-choice,5,42,male,English,AmE,""":""""}",be right,"No,",1,lost his key
55,survey-multi-choice,7,42,male,English,AmE,""":""""}",fnrrc,"Yes, but",0,cheated on his wife
55,survey-multi-choice,9,42,male,English,AmE,""":""""}",confess,"No,",1,broke the plate
55,survey-multi-choice,10,42,male,English,AmE,""":""""}",discover,"No,",1,bought a new car
55,survey-multi-choice,11,42,male,English,AmE,""":""""}",confirm,"No,",1,ate the last cupcake
31,survey-multi-choice,3,34,male,English,AmE,""":""""}",mnrrc,"No,",1,lost his key
31,survey-multi-choice,4,34,male,English,AmE,""":""""}",discover,"No,",1,stole the money
31,survey-multi-choice,5,34,male,English,AmE,""":""""}",fnrrc,"Yes, but",0,saw the murder
31,survey-multi-choice,6,34,male,English,AmE,""":""""}",know,"No,",1,ate the last cupcake
31,survey-multi-choice,9,34,male,English,AmE,""":""""}",confirm,"No,",1,cheated on his wife
31,survey-multi-choice,10,34,male,English,AmE,""":""""}",be right,"No,",1,broke the plate
31,survey-multi-choice,11,34,male,English,AmE,""":""""}",confess,"No,",1,bought a new car
59,survey-multi-choice,3,44,male,English,AmE,""":""Thank you""}",mnrrc,"Yes, but",0,saw the murder
59,survey-multi-choice,4,44,male,English,AmE,""":""Thank you""}",confirm,"No,",1,lost his key
59,survey-multi-choice,5,44,male,English,AmE,""":""Thank you""}",confess,"Yes, but",0,broke the plate
59,survey-multi-choice,6,44,male,English,AmE,""":""Thank you""}",know,"No,",1,ate the last cupcake
59,survey-multi-choice,7,44,male,English,AmE,""":""Thank you""}",fnrrc,"No,",1,cheated on his wife
59,survey-multi-choice,8,44,male,English,AmE,""":""Thank you""}",discover,"No,",1,stole the money
59,survey-multi-choice,11,44,male,English,AmE,""":""Thank you""}",be right,"No,",1,bought a new car
11,survey-multi-choice,3,37,male,English,AmE,""":""""}",confess,"No,",1,lost his key
11,survey-multi-choice,4,37,male,English,AmE,""":""""}",discover,"No,",1,stole the money
11,survey-multi-choice,5,37,male,English,AmE,""":""""}",know,"No,",1,bought a new car
11,survey-multi-choice,6,37,male,English,AmE,""":""""}",confirm,"No,",1,saw the murder
11,survey-multi-choice,7,37,male,English,AmE,""":""""}",mnrrc,"No,",1,broke the plate
11,survey-multi-choice,8,37,male,English,AmE,""":""""}",be right,"No,",1,cheated on his wife
11,survey-multi-choice,9,37,male,English,AmE,""":""""}",fnrrc,"No,",1,ate the last cupcake
35,survey-multi-choice,3,37,non-binary,English,AmE,""":""""}",discover,"No,",1,broke the plate
35,survey-multi-choice,4,37,non-binary,English,AmE,""":""""}",fnrrc,"Yes, but",0,ate the last cupcake
35,survey-multi-choice,5,37,non-binary,English,AmE,""":""""}",know,"Yes, but",0,stole the money
35,survey-multi-choice,7,37,non-binary,English,AmE,""":""""}",confess,"No,",1,lost his key
35,survey-multi-choice,8,37,non-binary,English,AmE,""":""""}",confirm,"No,",1,cheated on his wife
35,survey-multi-choice,9,37,non-binary,English,AmE,""":""""}",mnrrc,"No,",1,saw the murder
35,survey-multi-choice,11,37,non-binary,English,AmE,""":""""}",be right,"No,",1,bought a new car
29,survey-multi-choice,4,48,female,English,AmE,""":""""}",confess,"Yes, but",0,lost his key
29,survey-multi-choice,5,48,female,English,AmE,""":""""}",confirm,"Yes, but",0,cheated on his wife
29,survey-multi-choice,6,48,female,English,AmE,""":""""}",know,"No,",1,saw the murder
29,survey-multi-choice,7,48,female,English,AmE,""":""""}",discover,"No,",1,ate the last cupcake
29,survey-multi-choice,8,48,female,English,AmE,""":""""}",fnrrc,"Yes, but",0,stole the money
29,survey-multi-choice,10,48,female,English,AmE,""":""""}",be right,"No,",1,broke the plate
29,survey-multi-choice,11,48,female,English,AmE,""":""""}",mnrrc,"No,",1,bought a new car
64,survey-multi-choice,3,25,male,English,AmE,""":""""}",fnrrc,"Yes, but",0,broke the plate
64,survey-multi-choice,4,25,male,English,AmE,""":""""}",mnrrc,"Yes, but",0,stole the money
64,survey-multi-choice,6,25,male,English,AmE,""":""""}",confirm,"No,",1,bought a new car
64,survey-multi-choice,7,25,male,English,AmE,""":""""}",be right,"No,",1,cheated on his wife
64,survey-multi-choice,9,25,male,English,AmE,""":""""}",discover,"No,",1,lost his key
64,survey-multi-choice,10,25,male,English,AmE,""":""""}",confess,"No,",1,ate the last cupcake
64,survey-multi-choice,11,25,male,English,AmE,""":""""}",know,"Yes, but",0,saw the murder
5,survey-multi-choice,3,32,male,English,AmE,""":""""}",confirm,"Yes, but",0,bought a new car
5,survey-multi-choice,4,32,male,English,AmE,""":""""}",mnrrc,"No,",1,stole the money
5,survey-multi-choice,5,32,male,English,AmE,""":""""}",discover,"No,",1,ate the last cupcake
5,survey-multi-choice,6,32,male,English,AmE,""":""""}",know,"No,",1,saw the murder
5,survey-multi-choice,7,32,male,English,AmE,""":""""}",fnrrc,"No,",1,lost his key
5,survey-multi-choice,9,32,male,English,AmE,""":""""}",be right,"No,",1,cheated on his wife
5,survey-multi-choice,11,32,male,English,AmE,""":""""}",confess,"No,",1,broke the plate
1,survey-multi-choice,3,26,male,English,AmE,""":""""}",confess,"Yes, but",0,saw the murder
1,survey-multi-choice,6,26,male,English,AmE,""":""""}",discover,"No,",1,cheated on his wife
1,survey-multi-choice,7,26,male,English,AmE,""":""""}",know,"No,",1,lost his key
1,survey-multi-choice,8,26,male,English,AmE,""":""""}",fnrrc,"Yes, but",0,broke the plate
1,survey-multi-choice,9,26,male,English,AmE,""":""""}",be right,"No,",1,ate the last cupcake
1,survey-multi-choice,10,26,male,English,AmE,""":""""}",mnrrc,"Yes, but",0,bought a new car
1,survey-multi-choice,11,26,male,English,AmE,""":""""}",confirm,"No,",1,stole the money
44,survey-multi-choice,4,31,female,English,AmE,""":""""}",fnrrc,"No,",1,cheated on his wife
44,survey-multi-choice,6,31,female,English,AmE,""":""""}",confirm,"No,",1,lost his key
44,survey-multi-choice,7,31,female,English,AmE,""":""""}",know,"No,",1,stole the money
44,survey-multi-choice,8,31,female,English,AmE,""":""""}",discover,"No,",1,bought a new car
44,survey-multi-choice,9,31,female,English,AmE,""":""""}",mnrrc,"No,",1,saw the murder
44,survey-multi-choice,10,31,female,English,AmE,""":""""}",confess,"No,",1,broke the plate
44,survey-multi-choice,11,31,female,English,AmE,""":""""}",be right,"No,",1,ate the last cupcake
46,survey-multi-choice,4,51,female,English,AmE,"""}",fnrrc,"No,",1,lost his key
46,survey-multi-choice,6,51,female,English,AmE,"""}",be right,"No,",1,cheated on his wife
46,survey-multi-choice,7,51,female,English,AmE,"""}",confess,"No,",1,saw the murder
46,survey-multi-choice,8,51,female,English,AmE,"""}",mnrrc,"Yes, but",0,bought a new car
46,survey-multi-choice,9,51,female,English,AmE,"""}",discover,"No,",1,broke the plate
46,survey-multi-choice,10,51,female,English,AmE,"""}",confirm,"No,",1,ate the last cupcake
46,survey-multi-choice,11,51,female,English,AmE,"""}",know,"No,",1,stole the money
52,survey-multi-choice,3,48,female,English,AmE,""":""on some there was NO correct answer without  calling the speaker a LIAR""}",confirm,"No,",1,lost his key
52,survey-multi-choice,4,48,female,English,AmE,""":""on some there was NO correct answer without  calling the speaker a LIAR""}",fnrrc,"Yes, but",0,ate the last cupcake
52,survey-multi-choice,6,48,female,English,AmE,""":""on some there was NO correct answer without  calling the speaker a LIAR""}",be right,"No,",1,stole the money
52,survey-multi-choice,7,48,female,English,AmE,""":""on some there was NO correct answer without  calling the speaker a LIAR""}",discover,"No,",1,saw the murder
52,survey-multi-choice,8,48,female,English,AmE,""":""on some there was NO correct answer without  calling the speaker a LIAR""}",confess,"No,",1,cheated on his wife
52,survey-multi-choice,9,48,female,English,AmE,""":""on some there was NO correct answer without  calling the speaker a LIAR""}",know,"No,",1,broke the plate
52,survey-multi-choice,11,48,female,English,AmE,""":""on some there was NO correct answer without  calling the speaker a LIAR""}",mnrrc,"Yes, but",0,bought a new car
48,survey-multi-choice,3,28,male,English,AmE,""":""""}",know,"No,",1,cheated on his wife
48,survey-multi-choice,4,28,male,English,AmE,""":""""}",confess,"Yes, but",0,stole the money
48,survey-multi-choice,5,28,male,English,AmE,""":""""}",mnrrc,"Yes, but",0,saw the murder
48,survey-multi-choice,7,28,male,English,AmE,""":""""}",be right,"No,",1,broke the plate
48,survey-multi-choice,8,28,male,English,AmE,""":""""}",fnrrc,"Yes, but",0,bought a new car
48,survey-multi-choice,9,28,male,English,AmE,""":""""}",discover,"No,",1,lost his key
48,survey-multi-choice,10,28,male,English,AmE,""":""""}",confirm,"No,",1,ate the last cupcake
8,survey-multi-choice,3,27,male,English,AmE,""":""no comment""}",confess,"No,",1,bought a new car
8,survey-multi-choice,5,27,male,English,AmE,""":""no comment""}",confirm,"No,",1,lost his key
8,survey-multi-choice,6,27,male,English,AmE,""":""no comment""}",mnrrc,"No,",1,saw the murder
8,survey-multi-choice,7,27,male,English,AmE,""":""no comment""}",be right,"No,",1,broke the plate
8,survey-multi-choice,8,27,male,English,AmE,""":""no comment""}",fnrrc,"No,",1,ate the last cupcake
8,survey-multi-choice,9,27,male,English,AmE,""":""no comment""}",know,"No,",1,cheated on his wife
8,survey-multi-choice,10,27,male,English,AmE,""":""no comment""}",discover,"No,",1,stole the money
9,survey-multi-choice,3,29,female,English,AmE,""":""n/a""}",confirm,"No,",1,cheated on his wife
9,survey-multi-choice,5,29,female,English,AmE,""":""n/a""}",mnrrc,"No,",1,lost his key
9,survey-multi-choice,6,29,female,English,AmE,""":""n/a""}",know,"No,",1,bought a new car
9,survey-multi-choice,7,29,female,English,AmE,""":""n/a""}",discover,"No,",1,ate the last cupcake
9,survey-multi-choice,9,29,female,English,AmE,""":""n/a""}",fnrrc,"Yes, but",0,broke the plate
9,survey-multi-choice,10,29,female,English,AmE,""":""n/a""}",be right,"No,",1,stole the money
9,survey-multi-choice,11,29,female,English,AmE,""":""n/a""}",confess,"Yes, but",0,saw the murder
33,survey-multi-choice,4,36,female,English,AmE,""":""""}",be right,"No,",1,stole the money
33,survey-multi-choice,6,36,female,English,AmE,""":""""}",confirm,"No,",1,bought a new car
33,survey-multi-choice,7,36,female,English,AmE,""":""""}",fnrrc,"No,",1,cheated on his wife
33,survey-multi-choice,8,36,female,English,AmE,""":""""}",know,"No,",1,broke the plate
33,survey-multi-choice,9,36,female,English,AmE,""":""""}",mnrrc,"No,",1,saw the murder
33,survey-multi-choice,10,36,female,English,AmE,""":""""}",discover,"No,",1,lost his key
33,survey-multi-choice,11,36,female,English,AmE,""":""""}",confess,"No,",1,ate the last cupcake
76,survey-multi-choice,3,54,female,English,AmE,""":""""}",confess,"No,",1,broke the plate
76,survey-multi-choice,5,54,female,English,AmE,""":""""}",know,"No,",1,cheated on his wife
76,survey-multi-choice,6,54,female,English,AmE,""":""""}",discover,"No,",1,bought a new car
76,survey-multi-choice,8,54,female,English,AmE,""":""""}",fnrrc,"No,",1,lost his key
76,survey-multi-choice,9,54,female,English,AmE,""":""""}",confirm,"No,",1,stole the money
76,survey-multi-choice,10,54,female,English,AmE,""":""""}",mnrrc,"Yes, but",0,saw the murder
76,survey-multi-choice,11,54,female,English,AmE,""":""""}",be right,"No,",1,ate the last cupcake
34,survey-multi-choice,4,39,female,English,AmE,""":""""}",know,"No,",1,lost his key
34,survey-multi-choice,5,39,female,English,AmE,""":""""}",confess,"Yes, but",0,broke the plate
34,survey-multi-choice,7,39,female,English,AmE,""":""""}",confirm,"No,",1,cheated on his wife
34,survey-multi-choice,8,39,female,English,AmE,""":""""}",discover,"No,",1,ate the last cupcake
34,survey-multi-choice,9,39,female,English,AmE,""":""""}",mnrrc,"No,",1,stole the money
34,survey-multi-choice,10,39,female,English,AmE,""":""""}",be right,"No,",1,saw the murder
34,survey-multi-choice,11,39,female,English,AmE,""":""""}",fnrrc,"No,",1,bought a new car
15,survey-multi-choice,3,52,male,English,AmE,""":""""}",mnrrc,"No,",1,cheated on his wife
15,survey-multi-choice,5,52,male,English,AmE,""":""""}",discover,"No,",1,stole the money
15,survey-multi-choice,7,52,male,English,AmE,""":""""}",know,"No,",1,lost his key
15,survey-multi-choice,8,52,male,English,AmE,""":""""}",be right,"No,",1,ate the last cupcake
15,survey-multi-choice,9,52,male,English,AmE,""":""""}",confirm,"No,",1,broke the plate
15,survey-multi-choice,10,52,male,English,AmE,""":""""}",fnrrc,"No,",1,saw the murder
15,survey-multi-choice,11,52,male,English,AmE,""":""""}",confess,"No,",1,bought a new car
40,survey-multi-choice,3,48,female,English,AmE,""":""""}",discover,"Yes, but",0,bought a new car
40,survey-multi-choice,4,48,female,English,AmE,""":""""}",confess,"Yes, but",0,cheated on his wife
40,survey-multi-choice,5,48,female,English,AmE,""":""""}",mnrrc,"Yes, but",0,ate the last cupcake
40,survey-multi-choice,6,48,female,English,AmE,""":""""}",confirm,"Yes, but",0,saw the murder
40,survey-multi-choice,7,48,female,English,AmE,""":""""}",know,"Yes, but",0,broke the plate
40,survey-multi-choice,10,48,female,English,AmE,""":""""}",fnrrc,"Yes, but",0,stole the money
40,survey-multi-choice,11,48,female,English,AmE,""":""""}",be right,"No,",1,lost his key
71,survey-multi-choice,3,50,female,English,AmE,""":""Love this type of survey. Thanks!""}",confirm,"No,",1,broke the plate
71,survey-multi-choice,4,50,female,English,AmE,""":""Love this type of survey. Thanks!""}",know,"No,",1,ate the last cupcake
71,survey-multi-choice,5,50,female,English,AmE,""":""Love this type of survey. Thanks!""}",be right,"No,",1,stole the money
71,survey-multi-choice,6,50,female,English,AmE,""":""Love this type of survey. Thanks!""}",mnrrc,"No,",1,lost his key
71,survey-multi-choice,9,50,female,English,AmE,""":""Love this type of survey. Thanks!""}",discover,"No,",1,saw the murder
71,survey-multi-choice,10,50,female,English,AmE,""":""Love this type of survey. Thanks!""}",fnrrc,"No,",1,cheated on his wife
71,survey-multi-choice,11,50,female,English,AmE,""":""Love this type of survey. Thanks!""}",confess,"No,",1,bought a new car
18,survey-multi-choice,3,41,female,English,AmE,""":""""}",confess,"No,",1,cheated on his wife
18,survey-multi-choice,4,41,female,English,AmE,""":""""}",discover,"No,",1,stole the money
18,survey-multi-choice,5,41,female,English,AmE,""":""""}",be right,"No,",1,bought a new car
18,survey-multi-choice,6,41,female,English,AmE,""":""""}",know,"No,",1,saw the murder
18,survey-multi-choice,7,41,female,English,AmE,""":""""}",fnrrc,"No,",1,lost his key
18,survey-multi-choice,9,41,female,English,AmE,""":""""}",confirm,"No,",1,broke the plate
18,survey-multi-choice,10,41,female,English,AmE,""":""""}",mnrrc,"No,",1,ate the last cupcake
67,survey-multi-choice,3,57,female,English,AmE,""":""""}",fnrrc,"Yes, but",0,bought a new car
67,survey-multi-choice,4,57,female,English,AmE,""":""""}",know,"Yes, but",0,ate the last cupcake
67,survey-multi-choice,7,57,female,English,AmE,""":""""}",be right,"No,",1,saw the murder
67,survey-multi-choice,8,57,female,English,AmE,""":""""}",mnrrc,"Yes, but",0,broke the plate
67,survey-multi-choice,9,57,female,English,AmE,""":""""}",confirm,"Yes, but",0,stole the money
67,survey-multi-choice,10,57,female,English,AmE,""":""""}",confess,"No,",1,cheated on his wife
67,survey-multi-choice,11,57,female,English,AmE,""":""""}",discover,"Yes, but",0,lost his key
23,survey-multi-choice,4,67,female,English,AmE,""":""""}",know,"No,",1,broke the plate
23,survey-multi-choice,5,67,female,English,AmE,""":""""}",discover,"No,",1,ate the last cupcake
23,survey-multi-choice,6,67,female,English,AmE,""":""""}",be right,"No,",1,lost his key
23,survey-multi-choice,7,67,female,English,AmE,""":""""}",fnrrc,"No,",1,cheated on his wife
23,survey-multi-choice,9,67,female,English,AmE,""":""""}",confirm,"No,",1,stole the money
23,survey-multi-choice,10,67,female,English,AmE,""":""""}",confess,"Yes, but",0,saw the murder
23,survey-multi-choice,11,67,female,English,AmE,""":""""}",mnrrc,"No,",1,bought a new car
62,survey-multi-choice,4,30,female,English,AmE,""":""""}",be right,"No,",1,cheated on his wife
62,survey-multi-choice,5,30,female,English,AmE,""":""""}",mnrrc,"No,",1,ate the last cupcake
62,survey-multi-choice,6,30,female,English,AmE,""":""""}",confess,"No,",1,stole the money
62,survey-multi-choice,7,30,female,English,AmE,""":""""}",discover,"No,",1,saw the murder
62,survey-multi-choice,9,30,female,English,AmE,""":""""}",know,"No,",1,broke the plate
62,survey-multi-choice,10,30,female,English,AmE,""":""""}",confirm,"No,",1,bought a new car
62,survey-multi-choice,11,30,female,English,AmE,""":""""}",fnrrc,"No,",1,lost his key
61,survey-multi-choice,3,44,female,English,AmE,""":""""}",fnrrc,"Yes, but",0,ate the last cupcake
61,survey-multi-choice,4,44,female,English,AmE,""":""""}",confirm,"No,",1,broke the plate
61,survey-multi-choice,5,44,female,English,AmE,""":""""}",know,"No,",1,stole the money
61,survey-multi-choice,6,44,female,English,AmE,""":""""}",mnrrc,"Yes, but",0,saw the murder
61,survey-multi-choice,8,44,female,English,AmE,""":""""}",confess,"No,",1,bought a new car
61,survey-multi-choice,9,44,female,English,AmE,""":""""}",be right,"No,",1,cheated on his wife
61,survey-multi-choice,10,44,female,English,AmE,""":""""}",discover,"No,",1,lost his key
27,survey-multi-choice,5,29,male,English,AmE,""":""""}",confirm,"Yes, but",0,saw the murder
27,survey-multi-choice,6,29,male,English,AmE,""":""""}",mnrrc,"Yes, but",0,broke the plate
27,survey-multi-choice,7,29,male,English,AmE,""":""""}",fnrrc,"Yes, but",0,cheated on his wife
27,survey-multi-choice,10,29,male,English,AmE,""":""""}",be right,"No,",1,ate the last cupcake
27,survey-multi-choice,11,29,male,English,AmE,""":""""}",discover,"No,",1,lost his key
27,survey-multi-choice,12,29,male,English,AmE,""":""""}",confess,"Yes, but",0,stole the money
27,survey-multi-choice,13,29,male,English,AmE,""":""""}",know,"No,",1,bought a new car
45,survey-multi-choice,3,62,female,English,AmE,""":""None""}",be right,"No,",1,bought a new car
45,survey-multi-choice,5,62,female,English,AmE,""":""None""}",confirm,"No,",1,saw the murder
45,survey-multi-choice,6,62,female,English,AmE,""":""None""}",know,"No,",1,lost his key
45,survey-multi-choice,7,62,female,English,AmE,""":""None""}",mnrrc,"No,",1,ate the last cupcake
45,survey-multi-choice,8,62,female,English,AmE,""":""None""}",fnrrc,"Yes, but",0,broke the plate
45,survey-multi-choice,9,62,female,English,AmE,""":""None""}",discover,"No,",1,cheated on his wife
45,survey-multi-choice,11,62,female,English,AmE,""":""None""}",confess,"Yes, but",0,stole the money
77,survey-multi-choice,3,40,male,English,AmE,""":""""}",fnrrc,"No,",1,ate the last cupcake
77,survey-multi-choice,4,40,male,English,AmE,""":""""}",know,"No,",1,saw the murder
77,survey-multi-choice,6,40,male,English,AmE,""":""""}",discover,"No,",1,cheated on his wife
77,survey-multi-choice,7,40,male,English,AmE,""":""""}",mnrrc,"No,",1,broke the plate
77,survey-multi-choice,8,40,male,English,AmE,""":""""}",confess,"No,",1,bought a new car
77,survey-multi-choice,10,40,male,English,AmE,""":""""}",be right,"No,",1,stole the money
77,survey-multi-choice,11,40,male,English,AmE,""":""""}",confirm,"No,",1,lost his key
2,survey-multi-choice,4,59,female,English,AmE,""":""This was a fun study to take. One answer seemed more negative to me than the other so I changed my perspective. I prefer to look on the positive side.""}",discover,"No,",1,saw the murder
2,survey-multi-choice,5,59,female,English,AmE,""":""This was a fun study to take. One answer seemed more negative to me than the other so I changed my perspective. I prefer to look on the positive side.""}",know,"Yes, but",0,bought a new car
2,survey-multi-choice,6,59,female,English,AmE,""":""This was a fun study to take. One answer seemed more negative to me than the other so I changed my perspective. I prefer to look on the positive side.""}",confirm,"No,",1,stole the money
2,survey-multi-choice,7,59,female,English,AmE,""":""This was a fun study to take. One answer seemed more negative to me than the other so I changed my perspective. I prefer to look on the positive side.""}",confess,"Yes, but",0,cheated on his wife
2,survey-multi-choice,9,59,female,English,AmE,""":""This was a fun study to take. One answer seemed more negative to me than the other so I changed my perspective. I prefer to look on the positive side.""}",mnrrc,"Yes, but",0,ate the last cupcake
2,survey-multi-choice,10,59,female,English,AmE,""":""This was a fun study to take. One answer seemed more negative to me than the other so I changed my perspective. I prefer to look on the positive side.""}",be right,"Yes, but",0,broke the plate
2,survey-multi-choice,11,59,female,English,AmE,""":""This was a fun study to take. One answer seemed more negative to me than the other so I changed my perspective. I prefer to look on the positive side.""}",fnrrc,"Yes, but",0,lost his key
43,survey-multi-choice,4,43,female,English,AmE,""":""""}",discover,"No,",1,lost his key
43,survey-multi-choice,5,43,female,English,AmE,""":""""}",know,"Yes, but",0,saw the murder
43,survey-multi-choice,6,43,female,English,AmE,""":""""}",mnrrc,"No,",1,cheated on his wife
43,survey-multi-choice,8,43,female,English,AmE,""":""""}",confess,"Yes, but",0,stole the money
43,survey-multi-choice,9,43,female,English,AmE,""":""""}",fnrrc,"No,",1,bought a new car
43,survey-multi-choice,10,43,female,English,AmE,""":""""}",be right,"No,",1,broke the plate
43,survey-multi-choice,11,43,female,English,AmE,""":""""}",confirm,"No,",1,ate the last cupcake
60,survey-multi-choice,3,45,female,English,AmE,""":""""}",be right,"No,",1,cheated on his wife
60,survey-multi-choice,4,45,female,English,AmE,""":""""}",fnrrc,"No,",1,lost his key
60,survey-multi-choice,5,45,female,English,AmE,""":""""}",confess,"Yes, but",0,saw the murder
60,survey-multi-choice,6,45,female,English,AmE,""":""""}",mnrrc,"Yes, but",0,broke the plate
60,survey-multi-choice,7,45,female,English,AmE,""":""""}",confirm,"Yes, but",0,ate the last cupcake
60,survey-multi-choice,8,45,female,English,AmE,""":""""}",know,"No,",1,stole the money
60,survey-multi-choice,10,45,female,English,AmE,""":""""}",discover,"No,",1,bought a new car
