response,trial_index,trial_type,participantID,age,gender,language,amE,comments,expression,cc
0.63,11,html-slider-response,7,33,female,English,AmE,""":""""}",mnrrc,saw the murder
0.41,3,html-slider-response,69,44,female,English,AmE,""":""""}",confess,cheated on his wife
0.5,4,html-slider-response,69,44,female,English,AmE,""":""""}",discover,ate the last cupcake
0.49,6,html-slider-response,69,44,female,English,AmE,""":""""}",know,stole the money
0.42,8,html-slider-response,69,44,female,English,AmE,""":""""}",mnrrc,bought a new car
0.5,9,html-slider-response,69,44,female,English,AmE,""":""""}",confirm,broke the plate
0.26,10,html-slider-response,69,44,female,English,AmE,""":""""}",be right,saw the murder
0.32,11,html-slider-response,69,44,female,English,AmE,""":""""}",fnrrc,lost his key
0,3,html-slider-response,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",be right,saw the murder
0.93,4,html-slider-response,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",confess,lost his key
0.98,5,html-slider-response,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",mnrrc,cheated on his wife
0,6,html-slider-response,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",know,bought a new car
0,8,html-slider-response,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",discover,stole the money
1,10,html-slider-response,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",confirm,ate the last cupcake
1,11,html-slider-response,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",fnrrc,broke the plate
0.06,3,html-slider-response,27,40,female,English,AmE,""":""""}",be right,bought a new car
0.72,4,html-slider-response,27,40,female,English,AmE,""":""""}",discover,broke the plate
0.68,6,html-slider-response,27,40,female,English,AmE,""":""""}",fnrrc,lost his key
0.76,7,html-slider-response,27,40,female,English,AmE,""":""""}",know,stole the money
0.75,8,html-slider-response,27,40,female,English,AmE,""":""""}",confess,ate the last cupcake
0.7,9,html-slider-response,27,40,female,English,AmE,""":""""}",confirm,cheated on his wife
0.61,10,html-slider-response,27,40,female,English,AmE,""":""""}",mnrrc,saw the murder
0.59,3,html-slider-response,63,43,male,English,AmE,""":""""}",be right,saw the murder
0.56,4,html-slider-response,63,43,male,English,AmE,""":""""}",fnrrc,lost his key
0.71,6,html-slider-response,63,43,male,English,AmE,""":""""}",confess,stole the money
1,7,html-slider-response,63,43,male,English,AmE,""":""""}",confirm,cheated on his wife
0.57,8,html-slider-response,63,43,male,English,AmE,""":""""}",mnrrc,bought a new car
0.72,9,html-slider-response,63,43,male,English,AmE,""":""""}",know,ate the last cupcake
1,10,html-slider-response,63,43,male,English,AmE,""":""""}",discover,broke the plate
0.86,3,html-slider-response,16,42,female,English,AmE,""":""""}",know,cheated on his wife
0.83,4,html-slider-response,16,42,female,English,AmE,""":""""}",confess,ate the last cupcake
0.54,6,html-slider-response,16,42,female,English,AmE,""":""""}",fnrrc,bought a new car
0.85,7,html-slider-response,16,42,female,English,AmE,""":""""}",discover,lost his key
0.77,8,html-slider-response,16,42,female,English,AmE,""":""""}",be right,saw the murder
0.88,9,html-slider-response,16,42,female,English,AmE,""":""""}",confirm,stole the money
0.55,10,html-slider-response,16,42,female,English,AmE,""":""""}",mnrrc,broke the plate
0.51,4,html-slider-response,65,50,male,English,AmE,""":""""}",confess,bought a new car
0.52,5,html-slider-response,65,50,male,English,AmE,""":""""}",be right,ate the last cupcake
0.01,6,html-slider-response,65,50,male,English,AmE,""":""""}",discover,saw the murder
1,7,html-slider-response,65,50,male,English,AmE,""":""""}",mnrrc,broke the plate
0.51,8,html-slider-response,65,50,male,English,AmE,""":""""}",confirm,cheated on his wife
0.5,10,html-slider-response,65,50,male,English,AmE,""":""""}",know,stole the money
1,11,html-slider-response,65,50,male,English,AmE,""":""""}",fnrrc,lost his key
0.25,3,html-slider-response,59,39,male,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.71,4,html-slider-response,59,39,male,English,AmE,""":""""}",mnrrc,broke the plate
0.06,7,html-slider-response,59,39,male,English,AmE,""":""""}",be right,lost his key
0,8,html-slider-response,59,39,male,English,AmE,""":""""}",discover,saw the murder
0.25,9,html-slider-response,59,39,male,English,AmE,""":""""}",know,stole the money
0.71,10,html-slider-response,59,39,male,English,AmE,""":""""}",confirm,bought a new car
0.59,11,html-slider-response,59,39,male,English,AmE,""":""""}",confess,cheated on his wife
0.17,3,html-slider-response,60,63,female,English,AmE,""":""none""}",discover,lost his key
0.09,4,html-slider-response,60,63,female,English,AmE,""":""none""}",be right,ate the last cupcake
0.87,5,html-slider-response,60,63,female,English,AmE,""":""none""}",confess,stole the money
0.39,6,html-slider-response,60,63,female,English,AmE,""":""none""}",know,bought a new car
0.09,7,html-slider-response,60,63,female,English,AmE,""":""none""}",fnrrc,saw the murder
0.57,9,html-slider-response,60,63,female,English,AmE,""":""none""}",confirm,broke the plate
0.57,10,html-slider-response,60,63,female,English,AmE,""":""none""}",mnrrc,cheated on his wife
0.28,3,html-slider-response,38,60,female,English,AmE,""":""no comment""}",fnrrc,ate the last cupcake
0.83,4,html-slider-response,38,60,female,English,AmE,""":""no comment""}",mnrrc,broke the plate
0.28,5,html-slider-response,38,60,female,English,AmE,""":""no comment""}",be right,lost his key
0.74,6,html-slider-response,38,60,female,English,AmE,""":""no comment""}",confess,bought a new car
0.74,7,html-slider-response,38,60,female,English,AmE,""":""no comment""}",confirm,stole the money
0.76,8,html-slider-response,38,60,female,English,AmE,""":""no comment""}",know,cheated on his wife
0.7,9,html-slider-response,38,60,female,English,AmE,""":""no comment""}",discover,saw the murder
1,3,html-slider-response,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",confirm,lost his key
0.73,6,html-slider-response,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",mnrrc,ate the last cupcake
0.68,7,html-slider-response,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",know,saw the murder
0.76,8,html-slider-response,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",discover,cheated on his wife
0.79,9,html-slider-response,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",be right,stole the money
0.63,10,html-slider-response,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",fnrrc,bought a new car
0.58,11,html-slider-response,79,81,female,English,AmE,""":""It would be easier if there were numbers on the slider bars.""}",confess,broke the plate
0.51,3,html-slider-response,5,39,male,English,AmE,""":""""}",be right,cheated on his wife
0.42,4,html-slider-response,5,39,male,English,AmE,""":""""}",mnrrc,stole the money
0.5,5,html-slider-response,5,39,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.5,6,html-slider-response,5,39,male,English,AmE,""":""""}",fnrrc,bought a new car
0.36,8,html-slider-response,5,39,male,English,AmE,""":""""}",confess,saw the murder
0.5,9,html-slider-response,5,39,male,English,AmE,""":""""}",discover,broke the plate
0.5,11,html-slider-response,5,39,male,English,AmE,""":""""}",know,lost his key
1,3,html-slider-response,72,63,male,English,AmE,""":""""}",confess,ate the last cupcake
0.6,5,html-slider-response,72,63,male,English,AmE,""":""""}",be right,saw the murder
0.94,7,html-slider-response,72,63,male,English,AmE,""":""""}",confirm,broke the plate
0.8,8,html-slider-response,72,63,male,English,AmE,""":""""}",mnrrc,cheated on his wife
0.72,9,html-slider-response,72,63,male,English,AmE,""":""""}",fnrrc,bought a new car
0.91,10,html-slider-response,72,63,male,English,AmE,""":""""}",discover,lost his key
0.66,11,html-slider-response,72,63,male,English,AmE,""":""""}",know,stole the money
0,3,html-slider-response,75,23,female,English,AmE,""":""""}",be right,bought a new car
0.96,5,html-slider-response,75,23,female,English,AmE,""":""""}",confirm,saw the murder
0.26,6,html-slider-response,75,23,female,English,AmE,""":""""}",mnrrc,lost his key
0.51,7,html-slider-response,75,23,female,English,AmE,""":""""}",fnrrc,stole the money
0.67,8,html-slider-response,75,23,female,English,AmE,""":""""}",discover,cheated on his wife
0.68,9,html-slider-response,75,23,female,English,AmE,""":""""}",confess,broke the plate
0.9,10,html-slider-response,75,23,female,English,AmE,""":""""}",know,ate the last cupcake
0.1,4,html-slider-response,29,37,male,English,AmE,""":""""}",know,saw the murder
1,5,html-slider-response,29,37,male,English,AmE,""":""""}",confess,broke the plate
1,6,html-slider-response,29,37,male,English,AmE,""":""""}",discover,bought a new car
1,7,html-slider-response,29,37,male,English,AmE,""":""""}",confirm,cheated on his wife
1,8,html-slider-response,29,37,male,English,AmE,""":""""}",fnrrc,lost his key
0.79,9,html-slider-response,29,37,male,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.9,11,html-slider-response,29,37,male,English,AmE,""":""""}",be right,stole the money
0.9,3,html-slider-response,67,37,female,English,AmE,""":""""}",confirm,ate the last cupcake
0.83,5,html-slider-response,67,37,female,English,AmE,""":""""}",discover,cheated on his wife
0.69,6,html-slider-response,67,37,female,English,AmE,""":""""}",be right,stole the money
0.74,7,html-slider-response,67,37,female,English,AmE,""":""""}",mnrrc,lost his key
0.8,8,html-slider-response,67,37,female,English,AmE,""":""""}",confess,broke the plate
0.64,9,html-slider-response,67,37,female,English,AmE,""":""""}",know,saw the murder
0.37,11,html-slider-response,67,37,female,English,AmE,""":""""}",fnrrc,bought a new car
0.88,3,html-slider-response,43,50,female,English,AmE,""":""""}",discover,ate the last cupcake
1,4,html-slider-response,43,50,female,English,AmE,""":""""}",know,cheated on his wife
0.9,5,html-slider-response,43,50,female,English,AmE,""":""""}",confirm,broke the plate
0.84,6,html-slider-response,43,50,female,English,AmE,""":""""}",be right,bought a new car
0.82,9,html-slider-response,43,50,female,English,AmE,""":""""}",mnrrc,saw the murder
0.83,10,html-slider-response,43,50,female,English,AmE,""":""""}",confess,stole the money
0.8,11,html-slider-response,43,50,female,English,AmE,""":""""}",fnrrc,lost his key
0,5,html-slider-response,4,21,male,English,AmE,""":""""}",know,cheated on his wife
0.55,6,html-slider-response,4,21,male,English,AmE,""":""""}",mnrrc,lost his key
1,7,html-slider-response,4,21,male,English,AmE,""":""""}",confirm,ate the last cupcake
1,9,html-slider-response,4,21,male,English,AmE,""":""""}",discover,saw the murder
1,10,html-slider-response,4,21,male,English,AmE,""":""""}",be right,stole the money
0.61,11,html-slider-response,4,21,male,English,AmE,""":""""}",fnrrc,broke the plate
0,12,html-slider-response,4,21,male,English,AmE,""":""""}",confess,bought a new car
0.74,3,html-slider-response,40,36,female,English,AmE,""":""""}",mnrrc,cheated on his wife
0.71,6,html-slider-response,40,36,female,English,AmE,""":""""}",know,ate the last cupcake
1,7,html-slider-response,40,36,female,English,AmE,""":""""}",confess,stole the money
0.39,8,html-slider-response,40,36,female,English,AmE,""":""""}",discover,saw the murder
0.87,9,html-slider-response,40,36,female,English,AmE,""":""""}",fnrrc,bought a new car
1,10,html-slider-response,40,36,female,English,AmE,""":""""}",confirm,lost his key
0.89,11,html-slider-response,40,36,female,English,AmE,""":""""}",be right,broke the plate
0.75,4,html-slider-response,78,45,male,English,AmE,""":""""}",be right,broke the plate
0.89,5,html-slider-response,78,45,male,English,AmE,""":""""}",confirm,saw the murder
0.88,6,html-slider-response,78,45,male,English,AmE,""":""""}",mnrrc,stole the money
0.7,7,html-slider-response,78,45,male,English,AmE,""":""""}",confess,bought a new car
0.87,8,html-slider-response,78,45,male,English,AmE,""":""""}",discover,cheated on his wife
0.74,9,html-slider-response,78,45,male,English,AmE,""":""""}",know,lost his key
0.91,10,html-slider-response,78,45,male,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.65,4,html-slider-response,54,40,male,English,AmE,""":""""}",confess,cheated on his wife
0.28,5,html-slider-response,54,40,male,English,AmE,""":""""}",mnrrc,bought a new car
0.71,6,html-slider-response,54,40,male,English,AmE,""":""""}",confirm,lost his key
0.82,7,html-slider-response,54,40,male,English,AmE,""":""""}",discover,stole the money
0.16,8,html-slider-response,54,40,male,English,AmE,""":""""}",be right,broke the plate
0.8,9,html-slider-response,54,40,male,English,AmE,""":""""}",know,ate the last cupcake
0.89,10,html-slider-response,54,40,male,English,AmE,""":""""}",fnrrc,saw the murder
0.67,3,html-slider-response,41,21,male,English,AmE,""":""""}",confirm,saw the murder
0.75,4,html-slider-response,41,21,male,English,AmE,""":""""}",fnrrc,lost his key
0.14,5,html-slider-response,41,21,male,English,AmE,""":""""}",confess,bought a new car
0,8,html-slider-response,41,21,male,English,AmE,""":""""}",discover,stole the money
0.25,9,html-slider-response,41,21,male,English,AmE,""":""""}",know,ate the last cupcake
0.19,10,html-slider-response,41,21,male,English,AmE,""":""""}",mnrrc,cheated on his wife
0.41,11,html-slider-response,41,21,male,English,AmE,""":""""}",be right,broke the plate
0.99,4,html-slider-response,31,57,female,English,AmE,""":""""}",discover,bought a new car
0.88,5,html-slider-response,31,57,female,English,AmE,""":""""}",confirm,saw the murder
0.84,6,html-slider-response,31,57,female,English,AmE,""":""""}",be right,broke the plate
1,8,html-slider-response,31,57,female,English,AmE,""":""""}",mnrrc,lost his key
0.98,9,html-slider-response,31,57,female,English,AmE,""":""""}",confess,cheated on his wife
0.95,10,html-slider-response,31,57,female,English,AmE,""":""""}",know,stole the money
0.92,11,html-slider-response,31,57,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.58,3,html-slider-response,22,41,male,English,AmE,""":""""}",confess,broke the plate
0.75,6,html-slider-response,22,41,male,English,AmE,""":""""}",know,lost his key
0.72,7,html-slider-response,22,41,male,English,AmE,""":""""}",confirm,bought a new car
0.74,8,html-slider-response,22,41,male,English,AmE,""":""""}",be right,cheated on his wife
0.58,9,html-slider-response,22,41,male,English,AmE,""":""""}",mnrrc,saw the murder
0.59,10,html-slider-response,22,41,male,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.72,11,html-slider-response,22,41,male,English,AmE,""":""""}",discover,stole the money
0.72,3,html-slider-response,50,31,female,English,AmE,""":""""}",confess,cheated on his wife
0.78,4,html-slider-response,50,31,female,English,AmE,""":""""}",know,ate the last cupcake
0.85,5,html-slider-response,50,31,female,English,AmE,""":""""}",confirm,bought a new car
0.25,6,html-slider-response,50,31,female,English,AmE,""":""""}",be right,saw the murder
0.66,7,html-slider-response,50,31,female,English,AmE,""":""""}",mnrrc,broke the plate
0.87,9,html-slider-response,50,31,female,English,AmE,""":""""}",discover,stole the money
0.67,10,html-slider-response,50,31,female,English,AmE,""":""""}",fnrrc,lost his key
0.25,3,html-slider-response,49,24,male,English,AmE,""":""""}",mnrrc,broke the plate
0.36,4,html-slider-response,49,24,male,English,AmE,""":""""}",discover,lost his key
0.64,7,html-slider-response,49,24,male,English,AmE,""":""""}",know,ate the last cupcake
0.74,8,html-slider-response,49,24,male,English,AmE,""":""""}",fnrrc,saw the murder
0.92,9,html-slider-response,49,24,male,English,AmE,""":""""}",confirm,bought a new car
0.8,10,html-slider-response,49,24,male,English,AmE,""":""""}",confess,stole the money
0.76,11,html-slider-response,49,24,male,English,AmE,""":""""}",be right,cheated on his wife
0.33,3,html-slider-response,57,33,female,English,AmE,""":""""}",mnrrc,stole the money
0.32,4,html-slider-response,57,33,female,English,AmE,""":""""}",know,broke the plate
0.32,6,html-slider-response,57,33,female,English,AmE,""":""""}",be right,lost his key
0.62,7,html-slider-response,57,33,female,English,AmE,""":""""}",confirm,bought a new car
0.14,8,html-slider-response,57,33,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.02,9,html-slider-response,57,33,female,English,AmE,""":""""}",confess,saw the murder
0.7,10,html-slider-response,57,33,female,English,AmE,""":""""}",discover,cheated on his wife
0.8,3,html-slider-response,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",discover,saw the murder
1,5,html-slider-response,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",confirm,bought a new car
0.9,7,html-slider-response,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",know,lost his key
1,8,html-slider-response,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",fnrrc,ate the last cupcake
0.9,9,html-slider-response,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",confess,cheated on his wife
0.71,10,html-slider-response,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",mnrrc,stole the money
0.81,11,html-slider-response,15,32,female,English,AmE,""":""Most of the responses were functional, albeit a few sounded really awkward without further context given in the prior conversation the folks were having. It's a little hard to judge how natural or unnatural the sentences sound without a few more lines of prior dialogue to better understand the exact situations being discussed.""}",be right,broke the plate
0.69,3,html-slider-response,34,48,male,English,AmE,""":""""}",confess,broke the plate
0.19,4,html-slider-response,34,48,male,English,AmE,""":""""}",discover,saw the murder
0.06,5,html-slider-response,34,48,male,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.16,7,html-slider-response,34,48,male,English,AmE,""":""""}",confirm,stole the money
0.11,8,html-slider-response,34,48,male,English,AmE,""":""""}",be right,lost his key
1,10,html-slider-response,34,48,male,English,AmE,""":""""}",know,cheated on his wife
0.12,11,html-slider-response,34,48,male,English,AmE,""":""""}",mnrrc,bought a new car
1,3,html-slider-response,13,57,male,English,AmE,""":""Thank you""}",be right,saw the murder
0.91,4,html-slider-response,13,57,male,English,AmE,""":""Thank you""}",mnrrc,lost his key
1,5,html-slider-response,13,57,male,English,AmE,""":""Thank you""}",know,stole the money
0.92,6,html-slider-response,13,57,male,English,AmE,""":""Thank you""}",fnrrc,broke the plate
1,7,html-slider-response,13,57,male,English,AmE,""":""Thank you""}",discover,bought a new car
1,8,html-slider-response,13,57,male,English,AmE,""":""Thank you""}",confirm,ate the last cupcake
0.92,11,html-slider-response,13,57,male,English,AmE,""":""Thank you""}",confess,cheated on his wife
0,3,html-slider-response,45,44,male,English,AmE,""":""""}",be right,saw the murder
0.51,4,html-slider-response,45,44,male,English,AmE,""":""""}",confess,ate the last cupcake
0.94,5,html-slider-response,45,44,male,English,AmE,""":""""}",discover,cheated on his wife
0.57,6,html-slider-response,45,44,male,English,AmE,""":""""}",know,bought a new car
0.5,8,html-slider-response,45,44,male,English,AmE,""":""""}",mnrrc,stole the money
0.5,9,html-slider-response,45,44,male,English,AmE,""":""""}",fnrrc,broke the plate
0.65,11,html-slider-response,45,44,male,English,AmE,""":""""}",confirm,lost his key
0.84,3,html-slider-response,26,58,female,English,AmE,""":""""}",confirm,bought a new car
0.36,4,html-slider-response,26,58,female,English,AmE,""":""""}",confess,stole the money
0.84,5,html-slider-response,26,58,female,English,AmE,""":""""}",discover,broke the plate
0.88,6,html-slider-response,26,58,female,English,AmE,""":""""}",know,cheated on his wife
0.98,7,html-slider-response,26,58,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.64,10,html-slider-response,26,58,female,English,AmE,""":""""}",fnrrc,saw the murder
0.83,11,html-slider-response,26,58,female,English,AmE,""":""""}",be right,lost his key
0.4,3,html-slider-response,6,29,female,English,AmE,""":""none""}",mnrrc,ate the last cupcake
0.26,5,html-slider-response,6,29,female,English,AmE,""":""none""}",fnrrc,stole the money
0.38,7,html-slider-response,6,29,female,English,AmE,""":""none""}",know,bought a new car
0.59,8,html-slider-response,6,29,female,English,AmE,""":""none""}",discover,cheated on his wife
0.4,9,html-slider-response,6,29,female,English,AmE,""":""none""}",confirm,saw the murder
0.39,10,html-slider-response,6,29,female,English,AmE,""":""none""}",be right,lost his key
0.65,11,html-slider-response,6,29,female,English,AmE,""":""none""}",confess,broke the plate
0.39,3,html-slider-response,10,39,female,English,AmE,""":""""}",confirm,ate the last cupcake
0.81,5,html-slider-response,10,39,female,English,AmE,""":""""}",know,saw the murder
0,6,html-slider-response,10,39,female,English,AmE,""":""""}",fnrrc,stole the money
0.87,7,html-slider-response,10,39,female,English,AmE,""":""""}",discover,broke the plate
0.34,8,html-slider-response,10,39,female,English,AmE,""":""""}",mnrrc,cheated on his wife
0.42,9,html-slider-response,10,39,female,English,AmE,""":""""}",be right,bought a new car
0.32,10,html-slider-response,10,39,female,English,AmE,""":""""}",confess,lost his key
0.81,3,html-slider-response,17,61,female,English,AmE,""":""""}",be right,ate the last cupcake
0.96,5,html-slider-response,17,61,female,English,AmE,""":""""}",discover,bought a new car
0.9,6,html-slider-response,17,61,female,English,AmE,""":""""}",know,saw the murder
1,7,html-slider-response,17,61,female,English,AmE,""":""""}",mnrrc,broke the plate
1,9,html-slider-response,17,61,female,English,AmE,""":""""}",confirm,stole the money
1,10,html-slider-response,17,61,female,English,AmE,""":""""}",fnrrc,lost his key
0.99,11,html-slider-response,17,61,female,English,AmE,""":""""}",confess,cheated on his wife
0.61,3,html-slider-response,18,77,female,English,AmE,""":""none""}",confess,cheated on his wife
0.64,4,html-slider-response,18,77,female,English,AmE,""":""none""}",be right,stole the money
0.74,5,html-slider-response,18,77,female,English,AmE,""":""none""}",fnrrc,saw the murder
0.82,6,html-slider-response,18,77,female,English,AmE,""":""none""}",know,broke the plate
0.52,7,html-slider-response,18,77,female,English,AmE,""":""none""}",mnrrc,bought a new car
1,9,html-slider-response,18,77,female,English,AmE,""":""none""}",discover,lost his key
1,10,html-slider-response,18,77,female,English,AmE,""":""none""}",confirm,ate the last cupcake
1,3,html-slider-response,3,37,male,English,AmE,""":""""}",discover,lost his key
0.32,4,html-slider-response,3,37,male,English,AmE,""":""""}",confess,saw the murder
0.33,5,html-slider-response,3,37,male,English,AmE,""":""""}",know,ate the last cupcake
0.5,8,html-slider-response,3,37,male,English,AmE,""":""""}",fnrrc,broke the plate
0.54,9,html-slider-response,3,37,male,English,AmE,""":""""}",confirm,cheated on his wife
0,10,html-slider-response,3,37,male,English,AmE,""":""""}",be right,stole the money
0.67,11,html-slider-response,3,37,male,English,AmE,""":""""}",mnrrc,bought a new car
0.43,3,html-slider-response,39,44,female,English,AmE,""":""""}",fnrrc,saw the murder
0.58,4,html-slider-response,39,44,female,English,AmE,""":""""}",confess,ate the last cupcake
0.8,5,html-slider-response,39,44,female,English,AmE,""":""""}",know,stole the money
0.58,7,html-slider-response,39,44,female,English,AmE,""":""""}",discover,lost his key
0.79,9,html-slider-response,39,44,female,English,AmE,""":""""}",confirm,broke the plate
0.58,10,html-slider-response,39,44,female,English,AmE,""":""""}",be right,cheated on his wife
0.22,11,html-slider-response,39,44,female,English,AmE,""":""""}",mnrrc,bought a new car
