response,participantID,age,gender,language,amE,comments,expression,cc
0.65,30,32,female,English,AmE,""":""""}",final NRRC,saw the murder
0.56,30,32,female,English,AmE,""":""""}",confess,bought a new car
0.37,30,32,female,English,AmE,""":""""}",confirm,cheated on his wife
1,30,32,female,English,AmE,""":""""}",NAI MC,control
0.96,70,34,female,English,AmE,""":""""}",final NRRC,stole the money
0.86,70,34,female,English,AmE,""":""""}",confess,cheated on his wife
0.050000000000000044,70,34,female,English,AmE,""":""""}",AI MC,control
0.85,70,34,female,English,AmE,""":""""}",know,ate the last cupcake
0.89,70,34,female,English,AmE,""":""""}",medial NRRC,bought a new car
0.99,70,34,female,English,AmE,""":""""}",NAI MC,control
0.51,70,34,female,English,AmE,""":""""}",confirm,broke the plate
0.86,70,34,female,English,AmE,""":""""}",discover,lost his key
0.33999999999999997,70,34,female,English,AmE,""":""""}",be right,saw the murder
1,52,38,male,English,AmE,""":""None""}",final NRRC,saw the murder
1,52,38,male,English,AmE,""":""None""}",discover,stole the money
0,52,38,male,English,AmE,""":""None""}",be right,broke the plate
1,52,38,male,English,AmE,""":""None""}",medial NRRC,cheated on his wife
1,52,38,male,English,AmE,""":""None""}",NAI MC,control
0,52,38,male,English,AmE,""":""None""}",confirm,lost his key
0,52,38,male,English,AmE,""":""None""}",confess,ate the last cupcake
0,52,38,male,English,AmE,""":""None""}",AI MC,control
1,52,38,male,English,AmE,""":""None""}",know,bought a new car
1,14,52,female,English,AmE,""":""""}",final NRRC,cheated on his wife
0.6699999999999999,14,52,female,English,AmE,""":""""}",discover,broke the plate
0.86,14,52,female,English,AmE,""":""""}",confess,lost his key
0.06000000000000005,14,52,female,English,AmE,""":""""}",be right,bought a new car
0.95,14,52,female,English,AmE,""":""""}",know,ate the last cupcake
0,14,52,female,English,AmE,""":""""}",AI MC,control
1,14,52,female,English,AmE,""":""""}",NAI MC,control
1,14,52,female,English,AmE,""":""""}",medial NRRC,stole the money
0,14,52,female,English,AmE,""":""""}",confirm,saw the murder
0.18999999999999995,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",confirm,stole the money
1,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",NAI MC,control
0.86,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",know,bought a new car
0,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",AI MC,control
0.8,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",final NRRC,cheated on his wife
0.84,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",medial NRRC,lost his key
0.85,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",confess,broke the plate
0.51,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",be right,saw the murder
0.22999999999999998,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",discover,ate the last cupcake
0,26,23,female,English,AmE,""":""""}",AI MC,control
0.040000000000000036,26,23,female,English,AmE,""":""""}",confess,stole the money
0,26,23,female,English,AmE,""":""""}",discover,ate the last cupcake
0.96,26,23,female,English,AmE,""":""""}",final NRRC,cheated on his wife
1,26,23,female,English,AmE,""":""""}",NAI MC,control
0.98,26,23,female,English,AmE,""":""""}",know,bought a new car
0.050000000000000044,26,23,female,English,AmE,""":""""}",confirm,saw the murder
0.06999999999999995,26,23,female,English,AmE,""":""""}",be right,broke the plate
0.97,26,23,female,English,AmE,""":""""}",medial NRRC,lost his key
0.89,54,47,female,English,AmE,""":""""}",final NRRC,stole the money
1,54,47,female,English,AmE,""":""""}",know,ate the last cupcake
0.9299999999999999,54,47,female,English,AmE,""":""""}",confess,broke the plate
1,54,47,female,English,AmE,""":""""}",NAI MC,control
0.99,54,47,female,English,AmE,""":""""}",medial NRRC,bought a new car
0,54,47,female,English,AmE,""":""""}",AI MC,control
0.99,54,47,female,English,AmE,""":""""}",confirm,lost his key
1,54,47,female,English,AmE,""":""""}",discover,saw the murder
0,54,47,female,English,AmE,""":""""}",be right,cheated on his wife
0.39,75,24,female,English,AmE,""":""""}",confess,saw the murder
0.71,75,24,female,English,AmE,""":""""}",medial NRRC,stole the money
0.92,75,24,female,English,AmE,""":""""}",NAI MC,control
0,75,24,female,English,AmE,""":""""}",be right,ate the last cupcake
0.86,75,24,female,English,AmE,""":""""}",know,broke the plate
0,75,24,female,English,AmE,""":""""}",confirm,bought a new car
0,75,24,female,English,AmE,""":""""}",AI MC,control
0.7,75,24,female,English,AmE,""":""""}",discover,cheated on his wife
0.78,75,24,female,English,AmE,""":""""}",final NRRC,lost his key
0,34,29,female,English,AmE,""":""""}",confirm,broke the plate
0.22999999999999998,34,29,female,English,AmE,""":""""}",confess,saw the murder
0,34,29,female,English,AmE,""":""""}",AI MC,control
1,34,29,female,English,AmE,""":""""}",medial NRRC,ate the last cupcake
1,34,29,female,English,AmE,""":""""}",know,cheated on his wife
1,34,29,female,English,AmE,""":""""}",final NRRC,bought a new car
1,34,29,female,English,AmE,""":""""}",NAI MC,control
0,34,29,female,English,AmE,""":""""}",be right,lost his key
1,34,29,female,English,AmE,""":""""}",discover,stole the money
1,72,26,male,English,AmE,""":""""}",discover,cheated on his wife
1,72,26,male,English,AmE,""":""""}",be right,stole the money
1,72,26,male,English,AmE,""":""""}",know,saw the murder
1,72,26,male,English,AmE,""":""""}",final NRRC,broke the plate
1,72,26,male,English,AmE,""":""""}",NAI MC,control
1,72,26,male,English,AmE,""":""""}",confirm,ate the last cupcake
1,72,26,male,English,AmE,""":""""}",medial NRRC,bought a new car
1,72,26,male,English,AmE,""":""""}",confess,lost his key
0,72,26,male,English,AmE,""":""""}",AI MC,control
0,4,53,female,English,AmE,""":""""}",AI MC,control
0,4,53,female,English,AmE,""":""""}",confirm,bought a new car
0,4,53,female,English,AmE,""":""""}",discover,saw the murder
1,4,53,female,English,AmE,""":""""}",medial NRRC,lost his key
1,4,53,female,English,AmE,""":""""}",NAI MC,control
0,4,53,female,English,AmE,""":""""}",be right,stole the money
1,4,53,female,English,AmE,""":""""}",know,broke the plate
1,4,53,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
1,4,53,female,English,AmE,""":""""}",confess,cheated on his wife
1,74,24,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
0,74,24,female,English,AmE,""":""""}",confess,cheated on his wife
0,74,24,female,English,AmE,""":""""}",AI MC,control
1,74,24,female,English,AmE,""":""""}",know,broke the plate
0,74,24,female,English,AmE,""":""""}",be right,bought a new car
1,74,24,female,English,AmE,""":""""}",medial NRRC,stole the money
0.99,74,24,female,English,AmE,""":""""}",discover,saw the murder
1,74,24,female,English,AmE,""":""""}",NAI MC,control
0.08999999999999997,74,24,female,English,AmE,""":""""}",confirm,lost his key
0,13,38,male,English,AmE,""":""""}",know,ate the last cupcake
1,13,38,male,English,AmE,""":""""}",final NRRC,lost his key
0,13,38,male,English,AmE,""":""""}",AI MC,control
0,13,38,male,English,AmE,""":""""}",be right,broke the plate
1,13,38,male,English,AmE,""":""""}",NAI MC,control
1,13,38,male,English,AmE,""":""""}",medial NRRC,stole the money
0,13,38,male,English,AmE,""":""""}",discover,saw the murder
0,13,38,male,English,AmE,""":""""}",confess,bought a new car
0,13,38,male,English,AmE,""":""""}",confirm,cheated on his wife
1,32,26,male,English,AmE,""":""""}",medial NRRC,stole the money
0,32,26,male,English,AmE,""":""""}",confirm,broke the plate
1,32,26,male,English,AmE,""":""""}",confess,lost his key
1,32,26,male,English,AmE,""":""""}",final NRRC,saw the murder
1,32,26,male,English,AmE,""":""""}",know,ate the last cupcake
0,32,26,male,English,AmE,""":""""}",AI MC,control
1,32,26,male,English,AmE,""":""""}",discover,cheated on his wife
1,32,26,male,English,AmE,""":""""}",NAI MC,control
0,32,26,male,English,AmE,""":""""}",be right,bought a new car
1,28,26,male,English,AmE,""":""thanks for the study""}",be right,lost his key
1,28,26,male,English,AmE,""":""thanks for the study""}",NAI MC,control
1,28,26,male,English,AmE,""":""thanks for the study""}",discover,ate the last cupcake
1,28,26,male,English,AmE,""":""thanks for the study""}",confess,broke the plate
1,28,26,male,English,AmE,""":""thanks for the study""}",know,saw the murder
0,28,26,male,English,AmE,""":""thanks for the study""}",AI MC,control
1,28,26,male,English,AmE,""":""thanks for the study""}",final NRRC,stole the money
1,28,26,male,English,AmE,""":""thanks for the study""}",confirm,bought a new car
1,28,26,male,English,AmE,""":""thanks for the study""}",medial NRRC,cheated on his wife
0,16,42,male,English,AmE,""":""""}",AI MC,control
0,16,42,male,English,AmE,""":""""}",be right,stole the money
0,16,42,male,English,AmE,""":""""}",discover,saw the murder
0,16,42,male,English,AmE,""":""""}",confirm,bought a new car
1,16,42,male,English,AmE,""":""""}",NAI MC,control
1,16,42,male,English,AmE,""":""""}",final NRRC,lost his key
1,16,42,male,English,AmE,""":""""}",medial NRRC,ate the last cupcake
1,16,42,male,English,AmE,""":""""}",know,cheated on his wife
1,16,42,male,English,AmE,""":""""}",confess,broke the plate
1,65,38,female,English,AmE,""":""""}",final NRRC,broke the plate
0,65,38,female,English,AmE,""":""""}",confess,stole the money
1,65,38,female,English,AmE,""":""""}",discover,bought a new car
1,65,38,female,English,AmE,""":""""}",know,ate the last cupcake
1,65,38,female,English,AmE,""":""""}",medial NRRC,cheated on his wife
0,65,38,female,English,AmE,""":""""}",be right,lost his key
1,65,38,female,English,AmE,""":""""}",NAI MC,control
0,65,38,female,English,AmE,""":""""}",AI MC,control
0.8,65,38,female,English,AmE,""":""""}",confirm,saw the murder
1,25,42,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
1,25,42,female,English,AmE,""":""""}",discover,cheated on his wife
1,25,42,female,English,AmE,""":""""}",NAI MC,control
0,25,42,female,English,AmE,""":""""}",AI MC,control
0.88,25,42,female,English,AmE,""":""""}",confess,saw the murder
1,25,42,female,English,AmE,""":""""}",medial NRRC,lost his key
0.06000000000000005,25,42,female,English,AmE,""":""""}",confirm,broke the plate
0.10999999999999999,25,42,female,English,AmE,""":""""}",be right,stole the money
0.88,25,42,female,English,AmE,""":""""}",know,bought a new car
0,51,39,female,English,AmE,""":""""}",AI MC,control
1,51,39,female,English,AmE,""":""""}",NAI MC,control
0,51,39,female,English,AmE,""":""""}",be right,bought a new car
0,51,39,female,English,AmE,""":""""}",know,saw the murder
0.010000000000000009,51,39,female,English,AmE,""":""""}",confess,cheated on his wife
0.38,51,39,female,English,AmE,""":""""}",final NRRC,lost his key
0.050000000000000044,51,39,female,English,AmE,""":""""}",discover,broke the plate
0.06000000000000005,51,39,female,English,AmE,""":""""}",medial NRRC,stole the money
0,51,39,female,English,AmE,""":""""}",confirm,ate the last cupcake
1,41,32,male,English,AmE,""":""""}",know,stole the money
1,41,32,male,English,AmE,""":""""}",NAI MC,control
0.65,41,32,male,English,AmE,""":""""}",discover,ate the last cupcake
0.27,41,32,male,English,AmE,""":""""}",final NRRC,lost his key
0.12,41,32,male,English,AmE,""":""""}",confirm,cheated on his wife
0.17000000000000004,41,32,male,English,AmE,""":""""}",be right,bought a new car
0.21999999999999997,41,32,male,English,AmE,""":""""}",confess,saw the murder
0,41,32,male,English,AmE,""":""""}",AI MC,control
0.84,41,32,male,English,AmE,""":""""}",medial NRRC,broke the plate
1,24,38,female,English,AmE,""":""""}",know,bought a new car
1,24,38,female,English,AmE,""":""""}",confirm,broke the plate
1,24,38,female,English,AmE,""":""""}",final NRRC,cheated on his wife
1,24,38,female,English,AmE,""":""""}",NAI MC,control
1,24,38,female,English,AmE,""":""""}",medial NRRC,ate the last cupcake
0,24,38,female,English,AmE,""":""""}",AI MC,control
1,24,38,female,English,AmE,""":""""}",discover,saw the murder
0,24,38,female,English,AmE,""":""""}",be right,stole the money
1,24,38,female,English,AmE,""":""""}",confess,lost his key
1,63,25,female,English,AmE,""":""""}",final NRRC,cheated on his wife
0,63,25,female,English,AmE,""":""""}",confirm,lost his key
1,63,25,female,English,AmE,""":""""}",know,stole the money
0,63,25,female,English,AmE,""":""""}",AI MC,control
1,63,25,female,English,AmE,""":""""}",discover,broke the plate
1,63,25,female,English,AmE,""":""""}",confess,saw the murder
1,63,25,female,English,AmE,""":""""}",NAI MC,control
1,63,25,female,English,AmE,""":""""}",be right,ate the last cupcake
1,63,25,female,English,AmE,""":""""}",medial NRRC,bought a new car
1,19,50,male,English,AmE,""":""""}",discover,broke the plate
0.18000000000000005,19,50,male,English,AmE,""":""""}",final NRRC,lost his key
1,19,50,male,English,AmE,""":""""}",NAI MC,control
1,19,50,male,English,AmE,""":""""}",confirm,saw the murder
0.33999999999999997,19,50,male,English,AmE,""":""""}",know,ate the last cupcake
0.77,19,50,male,English,AmE,""":""""}",be right,bought a new car
0.22999999999999998,19,50,male,English,AmE,""":""""}",AI MC,control
0.35,19,50,male,English,AmE,""":""""}",medial NRRC,stole the money
0.6,19,50,male,English,AmE,""":""""}",confess,cheated on his wife
0,36,32,female,English,AmE,""":""n/a""}",AI MC,control
0.98,36,32,female,English,AmE,""":""n/a""}",final NRRC,saw the murder
0.08999999999999997,36,32,female,English,AmE,""":""n/a""}",confess,broke the plate
0,36,32,female,English,AmE,""":""n/a""}",be right,bought a new car
0.6799999999999999,36,32,female,English,AmE,""":""n/a""}",discover,lost his key
1,36,32,female,English,AmE,""":""n/a""}",medial NRRC,stole the money
0.21999999999999997,36,32,female,English,AmE,""":""n/a""}",confirm,ate the last cupcake
1,36,32,female,English,AmE,""":""n/a""}",NAI MC,control
0.98,36,32,female,English,AmE,""":""n/a""}",know,cheated on his wife
0.21999999999999997,43,74,female,English,AmE,""":""None""}",be right,lost his key
0.92,43,74,female,English,AmE,""":""None""}",know,saw the murder
0.81,43,74,female,English,AmE,""":""None""}",confirm,stole the money
0.86,43,74,female,English,AmE,""":""None""}",confess,ate the last cupcake
0.85,43,74,female,English,AmE,""":""None""}",medial NRRC,bought a new car
0.89,43,74,female,English,AmE,""":""None""}",final NRRC,cheated on his wife
1,43,74,female,English,AmE,""":""None""}",NAI MC,control
0.94,43,74,female,English,AmE,""":""None""}",discover,broke the plate
0,43,74,female,English,AmE,""":""None""}",AI MC,control
0,6,48,female,English,AmE,""":""""}",AI MC,control
1,6,48,female,English,AmE,""":""""}",confess,ate the last cupcake
1,6,48,female,English,AmE,""":""""}",know,broke the plate
0,6,48,female,English,AmE,""":""""}",confirm,lost his key
1,6,48,female,English,AmE,""":""""}",NAI MC,control
1,6,48,female,English,AmE,""":""""}",discover,cheated on his wife
0,6,48,female,English,AmE,""":""""}",be right,stole the money
1,6,48,female,English,AmE,""":""""}",final NRRC,saw the murder
1,6,48,female,English,AmE,""":""""}",medial NRRC,bought a new car
0,8,48,female,English,AmE,""":""""}",confess,stole the money
0,8,48,female,English,AmE,""":""""}",be right,saw the murder
0,8,48,female,English,AmE,""":""""}",AI MC,control
1,8,48,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
1,8,48,female,English,AmE,""":""""}",know,broke the plate
1,8,48,female,English,AmE,""":""""}",confirm,lost his key
1,8,48,female,English,AmE,""":""""}",discover,cheated on his wife
1,8,48,female,English,AmE,""":""""}",NAI MC,control
1,8,48,female,English,AmE,""":""""}",medial NRRC,bought a new car
0,21,34,male,English,AmE,""":""""}",be right,stole the money
0,21,34,male,English,AmE,""":""""}",medial NRRC,saw the murder
1,21,34,male,English,AmE,""":""""}",final NRRC,ate the last cupcake
1,21,34,male,English,AmE,""":""""}",discover,bought a new car
0,21,34,male,English,AmE,""":""""}",AI MC,control
0,21,34,male,English,AmE,""":""""}",confirm,cheated on his wife
1,21,34,male,English,AmE,""":""""}",NAI MC,control
0,21,34,male,English,AmE,""":""""}",confess,broke the plate
1,21,34,male,English,AmE,""":""""}",know,lost his key
1,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",final NRRC,saw the murder
1,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",discover,broke the plate
1,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",confirm,stole the money
1,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",confess,ate the last cupcake
1,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",NAI MC,control
0,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",AI MC,control
1,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",know,bought a new car
0,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",be right,lost his key
1,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",medial NRRC,cheated on his wife
0,18,54,female,English,AmE,""":""""}",be right,cheated on his wife
1,18,54,female,English,AmE,""":""""}",medial NRRC,stole the money
1,18,54,female,English,AmE,""":""""}",discover,bought a new car
0,18,54,female,English,AmE,""":""""}",AI MC,control
1,18,54,female,English,AmE,""":""""}",know,saw the murder
1,18,54,female,English,AmE,""":""""}",NAI MC,control
1,18,54,female,English,AmE,""":""""}",confess,lost his key
1,18,54,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
0,18,54,female,English,AmE,""":""""}",confirm,broke the plate
1,20,29,male,English,AmE,""":""""}",confess,saw the murder
1,20,29,male,English,AmE,""":""""}",know,ate the last cupcake
1,20,29,male,English,AmE,""":""""}",medial NRRC,stole the money
1,20,29,male,English,AmE,""":""""}",confirm,cheated on his wife
1,20,29,male,English,AmE,""":""""}",final NRRC,bought a new car
1,20,29,male,English,AmE,""":""""}",discover,lost his key
1,20,29,male,English,AmE,""":""""}",NAI MC,control
0,20,29,male,English,AmE,""":""""}",AI MC,control
1,20,29,male,English,AmE,""":""""}",be right,broke the plate
0.010000000000000009,3,43,female,English,AmE,""":""""}",discover,lost his key
0,3,43,female,English,AmE,""":""""}",medial NRRC,saw the murder
0.06999999999999995,3,43,female,English,AmE,""":""""}",confirm,broke the plate
0.33999999999999997,3,43,female,English,AmE,""":""""}",final NRRC,bought a new car
0,3,43,female,English,AmE,""":""""}",AI MC,control
0.5800000000000001,3,43,female,English,AmE,""":""""}",confess,ate the last cupcake
0.5700000000000001,3,43,female,English,AmE,""":""""}",know,stole the money
0.08999999999999997,3,43,female,English,AmE,""":""""}",be right,cheated on his wife
1,3,43,female,English,AmE,""":""""}",NAI MC,control
0.98,50,27,female,English,AmE,""":""""}",final NRRC,bought a new car
0,50,27,female,English,AmE,""":""""}",AI MC,control
1,50,27,female,English,AmE,""":""""}",know,lost his key
1,50,27,female,English,AmE,""":""""}",confess,stole the money
1,50,27,female,English,AmE,""":""""}",medial NRRC,ate the last cupcake
0,50,27,female,English,AmE,""":""""}",be right,cheated on his wife
1,50,27,female,English,AmE,""":""""}",NAI MC,control
0,50,27,female,English,AmE,""":""""}",confirm,saw the murder
0,50,27,female,English,AmE,""":""""}",discover,broke the plate
0,78,30,female,English,AmE,""":""""}",AI MC,control
0,78,30,female,English,AmE,""":""""}",discover,lost his key
1,78,30,female,English,AmE,""":""""}",confirm,broke the plate
0.87,78,30,female,English,AmE,""":""""}",medial NRRC,saw the murder
0.77,78,30,female,English,AmE,""":""""}",confess,bought a new car
0.85,78,30,female,English,AmE,""":""""}",final NRRC,stole the money
0.75,78,30,female,English,AmE,""":""""}",know,ate the last cupcake
1,78,30,female,English,AmE,""":""""}",NAI MC,control
0.12,78,30,female,English,AmE,""":""""}",be right,cheated on his wife
1,79,24,male,English,AmE,""":""""}",final NRRC,bought a new car
0,79,24,male,English,AmE,""":""""}",confess,lost his key
0,79,24,male,English,AmE,""":""""}",be right,stole the money
0,79,24,male,English,AmE,""":""""}",discover,ate the last cupcake
0,79,24,male,English,AmE,""":""""}",AI MC,control
1,79,24,male,English,AmE,""":""""}",NAI MC,control
0,79,24,male,English,AmE,""":""""}",know,cheated on his wife
0,79,24,male,English,AmE,""":""""}",confirm,broke the plate
0,79,24,male,English,AmE,""":""""}",medial NRRC,saw the murder
0,42,37,female,English,AmE,""":""""}",AI MC,control
0,42,37,female,English,AmE,""":""""}",discover,lost his key
0,42,37,female,English,AmE,""":""""}",know,broke the plate
0,42,37,female,English,AmE,""":""""}",confirm,ate the last cupcake
1,42,37,female,English,AmE,""":""""}",NAI MC,control
0,42,37,female,English,AmE,""":""""}",confess,cheated on his wife
0,42,37,female,English,AmE,""":""""}",be right,saw the murder
1,42,37,female,English,AmE,""":""""}",final NRRC,bought a new car
1,42,37,female,English,AmE,""":""""}",medial NRRC,stole the money
0,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",AI MC,control
0.20999999999999996,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",discover,cheated on his wife
1,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",medial NRRC,ate the last cupcake
1,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",know,broke the plate
1,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",NAI MC,control
1,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",be right,saw the murder
1,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",confess,bought a new car
1,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",final NRRC,stole the money
1,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",confirm,lost his key
